ec	n_uniprot_xrefs	description
4.2.99.12	0	carboxymethyloxysuccinate lyase.
4.2.99.18	619	DNA-(apurinic or apyrimidinic site) lyase.
4.2.99.20	64	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase.
4.2.99.21	5	isochorismate lyase.
4.2.99.22	6	tuliposide A-converting enzyme.
4.2.99.23	1	tuliposide B-converting enzyme.
4.2.99.24	2	thebaine synthase.
4.2.99.25	0	unsaturated pyranuronate lyase.
4.3.1.1	14	aspartate ammonia-lyase.
4.3.1.2	5	methylaspartate ammonia-lyase.
4.3.1.3	201	histidine ammonia-lyase.
4.3.1.4	6	formimidoyltetrahydrofolate cyclodeaminase.
4.3.1.6	0	beta-alanyl-CoA ammonia-lyase.
4.3.1.7	78	ethanolamine ammonia-lyase.
4.3.1.9	1	glucosaminate ammonia-lyase.
4.3.1.10	0	serine-sulfate ammonia-lyase.
4.3.1.12	13	ornithine cyclodeaminase.
4.3.1.13	0	carbamoyl-serine ammonia-lyase.
4.3.1.14	2	3-aminobutyryl-CoA ammonia-lyase.
4.3.1.15	4	diaminopropionate ammonia-lyase.
4.3.1.16	2	threo-3-hydroxy-L-aspartate ammonia-lyase.
4.3.1.17	50	L-serine ammonia-lyase.
4.3.1.18	121	D-serine ammonia-lyase.
4.3.1.19	60	threonine ammonia-lyase.
4.3.1.20	0	erythro-3-hydroxy-L-aspartate ammonia-lyase.
4.3.1.22	0	3,4-dihydroxyphenylalanine reductive deaminase.
4.3.1.23	6	tyrosine ammonia-lyase.
4.3.1.24	68	phenylalanine ammonia-lyase.
4.3.1.25	3	phenylalanine/tyrosine ammonia-lyase.
4.3.1.27	1	threo-3-hydroxy-D-aspartate ammonia-lyase.
4.3.1.28	1	L-lysine cyclodeaminase.
4.3.1.29	1	D-glucosaminate-6-phosphate ammonia lyase.
4.3.1.30	1	dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase.
4.3.1.31	0	L-tryptophan ammonia lyase.
4.3.1.32	38	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase.
4.3.1.33	1	(R)-1-hydroxy-2-aminoethylphosphonate ammonia-lyase.
4.3.2.1	621	argininosuccinate lyase.
4.3.2.2	48	adenylosuccinate lyase.
4.3.2.3	81	ureidoglycolate lyase.
4.3.2.4	0	purine imidazole-ring cyclase.
4.3.2.5	10	peptidylamidoglycolate lyase.
4.3.2.6	1	gamma-L-glutamyl-butirosin B gamma-glutamyl cyclotransferase.
4.3.2.7	16	glutathione-specific gamma-glutamylcyclotransferase.
4.3.2.8	8	gamma-glutamylamine cyclotransferase.
4.3.2.9	10	gamma-glutamylcyclotransferase.
4.3.2.10	893	imidazole glycerol-phosphate synthase.
4.3.2.11	5	(3R)-3-[(carboxylmethyl)amino]fatty acid synthase.
4.3.3.1	0	3-ketovalidoxylamine C-N-lyase.
4.3.3.5	1	4'-demethylrebeccamycin synthase.
4.3.3.6	461	pyridoxal 5'-phosphate synthase (glutamine hydrolyzing).
4.3.3.7	478	4-hydroxy-tetrahydrodipicolinate synthase.
4.3.3.8	2	mimosinase.
4.3.3.9	2	indigoidine synthase.
4.3.99.3	40	7-carboxy-7-deazaguanine synthase.
4.3.99.4	1	choline trimethylamine-lyase.
4.3.99.5	2	nitrosuccinate lyase.
4.4.1.1	14	cystathionine gamma-lyase.
4.4.1.2	15	homocysteine desulfhydrase.
4.4.1.3	18	dimethylpropiothetin dethiomethylase.
4.4.1.4	4	alliin lyase.
4.4.1.5	30	lactoylglutathione lyase.
4.4.1.9	9	L-3-cyanoalanine synthase.
4.4.1.10	0	cysteine lyase.
4.4.1.11	10	methionine gamma-lyase.
4.4.1.13	37	cysteine-S-conjugate beta-lyase.
4.4.1.14	28	1-aminocyclopropane-1-carboxylate synthase.
4.4.1.15	49	D-cysteine desulfhydrase.
4.4.1.16	67	selenocysteine lyase.
4.4.1.17	13	holocytochrome-c synthase.
4.4.1.19	4	phosphosulfolactate synthase.
4.4.1.20	14	leukotriene-C4 synthase.
4.4.1.21	288	S-ribosylhomocysteine lyase.
4.4.1.22	30	S-(hydroxymethyl)glutathione synthase.
4.4.1.23	1	2-hydroxypropyl-CoM lyase.
4.4.1.24	4	(2R)-sulfolactate sulfo-lyase.
4.4.1.25	2	L-cysteate sulfo-lyase.
4.4.1.26	1	olivetolic acid cyclase.
4.4.1.28	10	L-cysteine desulfidase.
4.4.1.29	0	phycobiliprotein cysteine-84 phycobilin lyase.
4.4.1.30	0	phycobiliprotein beta-cysteine-155 phycobilin lyase.
4.4.1.31	0	phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase.
4.4.1.32	0	C-phycocyanin alpha-cysteine-84 phycocyanobilin lyase.
4.4.1.33	0	R-phycocyanin alpha-cysteine-84 phycourobilin lyase/isomerase.
4.4.1.34	1	isoprene-epoxide--glutathione S-transferase.
4.4.1.35	1	L-cystine beta-lyase.
4.4.1.36	5	hercynylcysteine S-oxide lyase.
4.4.1.37	1	intrinsic cysteine-dependent pyridinium-3,5-bisthiocarboxylic acidmononucleotide synthase.
4.4.1.38	4	isethionate sulfite-lyase.
4.4.1.39	0	C-phycoerythrin alpha-cysteine-82 phycoerythrobilin lyase.
4.4.1.40	0	C-phycoerythrin beta-cysteine-48/59 phycoerythrobilin lyase.
4.4.1.41	1	(2S)-3-sulfopropanediol sulfolyase.
4.4.1.42	1	S-adenosyl-L-methionine lyase.
4.4.1.43	2	canavanine-gamma-lyase.
4.4.1.44	1	2-(S-pantetheinyl)-carbapenam-3-carboxylate synthase.
4.4.1.45	0	extrinsic cysteine-dependent pyridinium-3,5-bisthiocarboxylic acidmononucleotide synthase.
4.5.1.1	8	DDT-dehydrochlorinase.
4.5.1.2	0	3-chloro-D-alanine dehydrochlorinase.
4.5.1.3	2	dichloromethane dehalogenase.
4.5.1.4	0	L-2-amino-4-chloropent-4-enoate dehydrochlorinase.
4.5.1.5	1	S-carboxymethylcysteine synthase.
4.6.1.1	95	adenylate cyclase.
4.6.1.2	93	guanylate cyclase.
4.6.1.6	3	cytidylate cyclase.
4.6.1.12	527	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase.
4.6.1.13	5	phosphatidylinositol diacylglycerol-lyase.
4.6.1.14	2	glycosylphosphatidylinositol diacylglycerol-lyase.
4.6.1.15	5	FAD-AMP lyase (cyclizing).
4.6.1.16	57	tRNA-intron lyase.
4.6.1.17	373	cyclic pyranopterin monophosphate synthase.
4.6.1.18	112	pancreatic ribonuclease.
4.6.1.19	46	ribonuclease T2.
4.6.1.20	1	ribonuclease U2.
4.6.1.21	1	Enterobacter ribonuclease.
4.6.1.22	2	Bacillus subtilis ribonuclease.
4.6.1.23	2	ribotoxin.
4.6.1.24	21	ribonuclease T1.
4.6.1.25	0	bacteriophage T4 restriction endoribonuclease RegB.
4.6.1.26	9	uridylate cyclase.
4.7.1.1	2	alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase.
4.8.1.1	0	L-piperazate synthase.
4.8.1.2	4	aliphatic aldoxime dehydratase.
4.8.1.3	1	indoleacetaldoxime dehydratase.
4.8.1.4	1	phenylacetaldoxime dehydratase.
4.8.1.5	6	thiohydroximate-O-sulfate sulfate/sulfur-lyase (nitrile-forming).
4.8.1.6	1	N-(sulfonatooxy)alkenimidothioic acid sulfate-lyase (epithionitrile-forming).
4.8.1.7	1	phenyl-N-(sulfonatooxy)methanimidothioate sulfolyase.
4.8.1.8	2	N-(sulfonatooxy)prop-2-enimidothioate sulfolyase.
4.98.1.1	357	protoporphyrin ferrochelatase.
4.99.1.2	10	alkylmercury lyase.
4.99.1.3	25	sirohydrochlorin cobaltochelatase.
4.99.1.4	149	sirohydrochlorin ferrochelatase.
4.99.1.8	1	heme ligase.
4.99.1.9	87	coproporphyrin ferrochelatase.
4.99.1.10	3	magnesium dechelatase.
4.99.1.11	9	sirohydrochlorin nickelchelatase.
4.99.1.12	20	pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase.
5.1.1.1	374	alanine racemase.
5.1.1.2	2	methionine racemase.
5.1.1.3	345	glutamate racemase.
5.1.1.4	5	proline racemase.
5.1.1.5	3	lysine racemase.
5.1.1.6	0	threonine racemase.
5.1.1.7	423	diaminopimelate epimerase.
5.1.1.8	49	4-hydroxyproline epimerase.
5.1.1.9	0	arginine racemase.
5.1.1.10	11	amino-acid racemase.
5.1.1.11	5	phenylalanine racemase (ATP-hydrolyzing).
5.1.1.12	3	ornithine racemase.
5.1.1.13	8	aspartate racemase.
5.1.1.14	1	nocardicin-A epimerase.
5.1.1.15	1	2-aminohexano-6-lactam racemase.
5.1.1.16	0	protein-serine epimerase.
5.1.1.17	4	isopenicillin-N epimerase.
5.1.1.18	9	serine racemase.
5.1.1.19	1	O-ureido-serine racemase.
5.1.1.20	6	L-Ala-D/L-Glu epimerase.
5.1.1.21	1	isoleucine 2-epimerase.
5.1.1.22	2	4-hydroxyproline betaine 2-epimerase.
5.1.1.23	3	UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase.
5.1.1.24	3	histidine racemase.
5.1.1.25	1	N-acetyl-D-glutamate racemase.
5.1.2.1	2	lactate racemase.
5.1.2.2	1	mandelate racemase.
5.1.2.3	202	3-hydroxybutyryl-CoA epimerase.
5.1.2.4	0	acetoin racemase.
5.1.2.5	0	tartrate epimerase.
5.1.2.6	0	isocitrate epimerase.
5.1.2.7	1	tagaturonate epimerase.
5.1.3.1	44	ribulose-phosphate 3-epimerase.
5.1.3.2	71	UDP-glucose 4-epimerase.
5.1.3.3	19	aldose 1-epimerase.
5.1.3.4	42	L-ribulose-5-phosphate 4-epimerase.
5.1.3.5	10	UDP-arabinose 4-epimerase.
5.1.3.6	9	UDP-glucuronate 4-epimerase.
5.1.3.7	12	UDP-N-acetylglucosamine 4-epimerase.
5.1.3.8	6	N-acylglucosamine 2-epimerase.
5.1.3.9	144	N-acylglucosamine-6-phosphate 2-epimerase.
5.1.3.10	1	CDP-paratose 2-epimerase.
5.1.3.11	6	cellobiose epimerase.
5.1.3.13	12	dTDP-4-dehydrorhamnose 3,5-epimerase.
5.1.3.14	15	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing).
5.1.3.15	5	glucose-6-phosphate 1-epimerase.
5.1.3.16	0	UDP-glucosamine 4-epimerase.
5.1.3.17	5	heparosan-N-sulfate-glucuronate 5-epimerase.
5.1.3.18	4	GDP-mannose 3,5-epimerase.
5.1.3.19	3	chondroitin-glucuronate 5-epimerase.
5.1.3.20	158	ADP-glyceromanno-heptose 6-epimerase.
5.1.3.21	1	maltose epimerase.
5.1.3.22	43	L-ribulose-5-phosphate 3-epimerase.
5.1.3.23	1	UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase.
5.1.3.24	41	N-acetylneuraminate epimerase.
5.1.3.25	1	dTDP-L-rhamnose 4-epimerase.
5.1.3.26	1	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol4-epimerase.
5.1.3.27	2	dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase.
5.1.3.28	0	UDP-N-acetyl-L-fucosamine synthase.
5.1.3.29	60	L-fucose mutarotase.
5.1.3.30	3	D-psicose 3-epimerase.
5.1.3.31	4	D-tagatose 3-epimerase.
5.1.3.32	100	L-rhamnose mutarotase.
5.1.3.33	1	2-epi-5-epi-valiolone epimerase.
5.1.3.34	1	monoglucosyldiacylglycerol epimerase.
5.1.3.35	1	2-epi-5-epi-valiolone 7-phosphate 2-epimerase.
5.1.3.36	0	heparosan-glucuronate 5-epimerase.
5.1.3.37	12	mannuronan 5-epimerase.
5.1.3.38	1	D-erythrulose 1-phosphate 3-epimerase.
5.1.3.40	1	D-tagatose 6-phosphate 4-epimerase.
5.1.3.41	3	fructoselysine 3-epimerase.
5.1.3.42	3	D-glucosamine-6-phosphate 4-epimerase.
5.1.3.43	0	sulfoquinovose mutarotase.
5.1.3.44	3	mannose 2-epimerase.
5.1.3.45	2	UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase.
5.1.99.1	6	methylmalonyl-CoA epimerase.
5.1.99.2	0	16-hydroxysteroid epimerase.
5.1.99.3	0	allantoin racemase.
5.1.99.4	4	alpha-methylacyl-CoA racemase.
5.1.99.5	3	hydantoin racemase.
5.1.99.6	125	NAD(P)H-hydrate epimerase.
5.1.99.7	5	dihydroneopterin triphosphate 2'-epimerase.
5.1.99.8	18	7,8-dihydroneopterin epimerase.
5.2.1.1	4	maleate isomerase.
5.2.1.2	12	maleylacetoacetate isomerase.
5.2.1.4	2	maleylpyruvate isomerase.
5.2.1.5	0	linoleate isomerase.
5.2.1.6	0	furylfuramide isomerase.
5.2.1.8	1508	peptidylprolyl isomerase.
5.2.1.9	0	farnesol 2-isomerase.
5.2.1.10	0	2-chloro-4-carboxymethylenebut-2-en-1,4-olide isomerase.
5.2.1.12	2	zeta-carotene isomerase.
5.2.1.13	5	prolycopene isomerase.
5.2.1.14	3	beta-carotene isomerase.
5.3.1.1	654	triose-phosphate isomerase.
5.3.1.3	1	D-arabinose isomerase.
5.3.1.4	115	L-arabinose isomerase.
5.3.1.5	198	xylose isomerase.
5.3.1.6	475	ribose-5-phosphate isomerase.
5.3.1.7	6	mannose isomerase.
5.3.1.8	42	mannose-6-phosphate isomerase.
5.3.1.9	640	glucose-6-phosphate isomerase.
5.3.1.12	132	glucuronate isomerase.
5.3.1.13	20	arabinose-5-phosphate isomerase.
5.3.1.14	72	L-rhamnose isomerase.
5.3.1.15	6	D-lyxose ketol-isomerase.
5.3.1.16	639	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamideisomerase.
5.3.1.17	93	5-dehydro-4-deoxy-D-glucuronate isomerase.
5.3.1.20	0	ribose isomerase.
5.3.1.21	0	corticosteroid side-chain-isomerase.
5.3.1.22	9	hydroxypyruvate isomerase.
5.3.1.23	294	S-methyl-5-thioribose-1-phosphate isomerase.
5.3.1.24	366	phosphoribosylanthranilate isomerase.
5.3.1.25	60	L-fucose isomerase.
5.3.1.26	112	galactose-6-phosphate isomerase.
5.3.1.27	4	6-phospho-3-hexuloisomerase.
5.3.1.28	208	D-sedoheptulose-7-phosphate isomerase.
5.3.1.29	8	ribose-1,5-bisphosphate isomerase.
5.3.1.30	14	5-deoxy-glucuronate isomerase.
5.3.1.31	6	sulfoquinovose isomerase.
5.3.1.32	26	(4S)-4-hydroxy-5-phosphooxypentane-2,3-dione isomerase.
5.3.1.33	10	L-erythrulose-1-phosphate isomerase.
5.3.1.34	5	D-erythrulose 4-phosphate isomerase.
5.3.1.35	4	2-dehydrotetronate isomerase.
5.3.1.36	1	D-apiose isomerase.
5.3.1.37	1	4-deoxy-4-sulfo-D-erythrose isomerase.
5.3.2.1	17	phenylpyruvate tautomerase.
5.3.2.2	25	oxaloacetate tautomerase.
5.3.2.3	1	TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase (dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose-forming).
5.3.2.4	0	TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase (dTDP-3-dehydro-6-deoxy-alpha-D-glucopyranose-forming).
5.3.2.5	27	2,3-diketo-5-methylthiopentyl-1-phosphate enolase.
5.3.2.6	9	2-hydroxymuconate tautomerase.
5.3.2.7	0	ascopyrone tautomerase.
5.3.2.8	1	4-oxalomesaconate tautomerase.
5.3.3.1	33	steroid Delta-isomerase.
5.3.3.2	280	isopentenyl-diphosphate Delta-isomerase.
5.3.3.3	1	vinylacetyl-CoA Delta-isomerase.
5.3.3.4	7	muconolactone Delta-isomerase.
5.3.3.5	7	cholestenol Delta-isomerase.
5.3.3.6	1	methylitaconate Delta-isomerase.
5.3.3.7	2	aconitate Delta-isomerase.
5.3.3.8	149	Delta(3)-Delta(2)-enoyl-CoA isomerase.
5.3.3.9	0	prostaglandin-A1 Delta-isomerase.
5.3.3.10	4	5-carboxymethyl-2-hydroxymuconate Delta-isomerase.
5.3.3.11	0	isopiperitenone Delta-isomerase.
5.3.3.12	25	L-dopachrome isomerase.
5.3.3.13	1	polyenoic fatty acid isomerase.
5.3.3.14	193	trans-2-decenoyl-[acyl-carrier-protein] isomerase.
5.3.3.17	3	trans-2,3-dihydro-3-hydroxyanthranilate isomerase.
5.3.3.18	1	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase.
5.3.3.19	3	3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate isomerase.
5.3.3.21	7	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase.
5.3.3.22	12	lutein isomerase.
5.3.3.23	1	S-methyl-5-thioribulose 1-phosphate isomerase.
5.3.3.24	0	neopinone isomerase.
5.3.4.1	116	protein disulfide-isomerase.
5.3.99.2	17	prostaglandin-D synthase.
5.3.99.3	21	prostaglandin-E synthase.
5.3.99.4	5	prostaglandin-I synthase.
5.3.99.5	8	thromboxane-A synthase.
5.3.99.6	7	allene-oxide cyclase.
5.3.99.7	1	styrene-oxide isomerase.
5.3.99.8	2	capsanthin/capsorubin synthase.
5.3.99.9	2	neoxanthin synthase.
5.3.99.10	1	thiazole tautomerase.
5.3.99.11	4	2-keto-myo-inositol isomerase.
5.3.99.12	1	lachrymatory-factor synthase.
5.3.99.13	1	4'-phospho-dehydrooxetanocin synthase.
5.4.1.1	0	lysolecithin acylmutase.
5.4.1.3	1	2-methylfumaryl-CoA isomerase.
5.4.1.4	1	D-galactarolactone isomerase.
5.4.2.2	64	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent).
5.4.2.3	10	phosphoacetylglucosamine mutase.
5.4.2.4	18	bisphosphoglycerate mutase.
5.4.2.5	0	phosphoglucomutase (glucose-cofactor).
5.4.2.6	7	beta-phosphoglucomutase.
5.4.2.7	282	phosphopentomutase.
5.4.2.8	53	phosphomannomutase.
5.4.2.9	6	phosphoenolpyruvate mutase.
5.4.2.10	687	phosphoglucosamine mutase.
5.4.2.11	444	phosphoglycerate mutase (2,3-diphosphoglycerate-dependent).
5.4.2.12	341	phosphoglycerate mutase (2,3-diphosphoglycerate-independent).
5.4.2.13	1	phosphogalactosamine mutase.
5.4.3.2	6	lysine 2,3-aminomutase.
5.4.3.3	4	lysine 5,6-aminomutase.
5.4.3.5	2	D-ornithine 4,5-aminomutase.
5.4.3.6	5	tyrosine 2,3-aminomutase.
5.4.3.7	0	leucine 2,3-aminomutase.
5.4.3.8	674	glutamate-1-semialdehyde 2,1-aminomutase.
5.4.3.9	1	glutamate 2,3-aminomutase.
5.4.3.10	3	phenylalanine aminomutase (L-beta-phenylalanine forming).
5.4.3.11	0	phenylalanine aminomutase (D-beta-phenylalanine forming).
5.4.4.1	2	(hydroxyamino)benzene mutase.
5.4.4.2	19	isochorismate synthase.
5.4.4.3	1	3-(hydroxyamino)phenol mutase.
5.4.4.4	1	geraniol isomerase.
5.4.4.5	4	9,12-octadecadienoate 8-hydroperoxide 8R-isomerase.
5.4.4.6	2	9,12-octadecadienoate 8-hydroperoxide 8S-isomerase.
5.4.4.7	4	hydroperoxy icosatetraenoate isomerase.
5.4.4.8	1	linalool isomerase.
5.4.99.1	23	methylaspartate mutase.
5.4.99.2	22	methylmalonyl-CoA mutase.
5.4.99.3	0	2-acetolactate mutase.
5.4.99.4	1	2-methyleneglutarate mutase.
5.4.99.5	50	chorismate mutase.
5.4.99.7	13	lanosterol synthase.
5.4.99.8	12	cycloartenol synthase.
5.4.99.9	8	UDP-galactopyranose mutase.
5.4.99.11	1	isomaltulose synthase.
5.4.99.12	633	tRNA pseudouridine(38-40) synthase.
5.4.99.13	4	isobutyryl-CoA mutase.
5.4.99.14	2	4-carboxymethyl-4-methylbutenolide mutase.
5.4.99.15	3	(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase.
5.4.99.16	5	maltose alpha-D-glucosyltransferase.
5.4.99.17	5	squalene--hopene cyclase.
5.4.99.18	25	5-(carboxyamino)imidazole ribonucleotide mutase.
5.4.99.19	13	16S rRNA pseudouridine(516) synthase.
5.4.99.20	15	23S rRNA pseudouridine(2457) synthase.
5.4.99.21	6	23S rRNA pseudouridine(2604) synthase.
5.4.99.22	21	23S rRNA pseudouridine(2605) synthase.
5.4.99.23	28	23S rRNA pseudouridine(1911/1915/1917) synthase.
5.4.99.24	22	23S rRNA pseudouridine(955/2504/2580) synthase.
5.4.99.25	532	tRNA pseudouridine(55) synthase.
5.4.99.26	14	tRNA pseudouridine(65) synthase.
5.4.99.27	194	tRNA pseudouridine(13) synthase.
5.4.99.28	17	tRNA pseudouridine(32) synthase.
5.4.99.29	13	23S rRNA pseudouridine(746) synthase.
5.4.99.30	12	UDP-arabinopyranose mutase.
5.4.99.31	1	thalianol synthase.
5.4.99.32	4	protostadienol synthase.
5.4.99.33	2	cucurbitadienol synthase.
5.4.99.34	2	germanicol synthase.
5.4.99.35	2	taraxerol synthase.
5.4.99.36	1	isomultiflorenol synthase.
5.4.99.37	1	dammaradiene synthase.
5.4.99.38	1	camelliol C synthase.
5.4.99.39	16	beta-amyrin synthase.
5.4.99.40	3	alpha-amyrin synthase.
5.4.99.41	9	lupeol synthase.
5.4.99.42	3	tRNA pseudouridine(31) synthase.
5.4.99.43	6	21S rRNA pseudouridine(2819) synthase.
5.4.99.44	1	mitochondrial tRNA pseudouridine(27/28) synthase.
5.4.99.45	4	tRNA pseudouridine(38/39) synthase.
5.4.99.46	1	shionone synthase.
5.4.99.47	1	parkeol synthase.
5.4.99.48	1	achilleol B synthase.
5.4.99.49	1	glutinol synthase.
5.4.99.50	1	friedelin synthase.
5.4.99.51	1	baccharis oxide synthase.
5.4.99.52	1	alpha-seco-amyrin synthase.
5.4.99.53	1	marneral synthase.
5.4.99.54	1	beta-seco-amyrin synthase.
5.4.99.55	1	delta-amyrin synthase.
5.4.99.56	5	tirucalladienol synthase.
5.4.99.57	1	baruol synthase.
5.4.99.58	2	methylornithine synthase.
5.4.99.59	1	dTDP-fucopyranose mutase.
5.4.99.60	7	cobalt-precorrin-8 methylmutase.
5.4.99.61	5	precorrin-8X methylmutase.
5.4.99.62	207	D-ribose pyranase.
5.4.99.63	2	ethylmalonyl-CoA mutase.
5.4.99.64	2	2-hydroxyisobutanoyl-CoA mutase.
5.4.99.65	1	pre-alpha-onocerin synthase.
5.4.99.66	1	alpha-onocerin synthase.
5.4.99.67	2	4-amino-4-deoxychorismate mutase.
5.5.1.1	6	muconate cycloisomerase.
5.5.1.2	4	3-carboxy-cis,cis-muconate cycloisomerase.
5.5.1.3	0	tetrahydroxypteridine cycloisomerase.
5.5.1.4	37	inositol-3-phosphate synthase.
5.5.1.5	1	carboxy-cis,cis-muconate cyclase.
5.5.1.6	53	chalcone isomerase.
5.5.1.7	6	chloromuconate cycloisomerase.
5.5.1.8	1	(+)-bornyl diphosphate synthase.
5.5.1.9	1	cycloeucalenol cycloisomerase.
5.5.1.10	0	alpha-pinene-oxide decyclase.
5.5.1.11	0	dichloromuconate cycloisomerase.
5.5.1.12	23	copalyl diphosphate synthase.
5.5.1.13	20	ent-copalyl diphosphate synthase.
5.5.1.14	4	syn-copalyl-diphosphate synthase.
5.5.1.15	1	terpentedienyl-diphosphate synthase.
5.5.1.16	1	halimadienyl-diphosphate synthase.
5.5.1.17	2	(S)-beta-macrocarpene synthase.
5.5.1.18	3	lycopene epsilon-cyclase.
5.5.1.19	32	lycopene beta-cyclase.
5.5.1.20	1	prosolanapyrone-III cycloisomerase.
5.5.1.22	0	(-)-bornyl diphosphate synthase.
5.5.1.23	3	aklanonic acid methyl ester cyclase.
5.5.1.24	2	tocopherol cyclase.
5.5.1.25	2	3,6-anhydro-L-galactonate cycloisomerase.
5.5.1.26	1	nogalonic acid methyl ester cyclase.
5.5.1.27	1	D-galactarolactone cycloisomerase.
5.5.1.28	4	(-)-kolavenyl diphosphate synthase.
5.5.1.29	2	(+)-kolavenyl diphosphate synthase.
5.5.1.30	1	labda-7,13-dienyl diphosphate synthase.
5.5.1.31	0	hapalindole H synthase.
5.5.1.32	0	12-epi-hapalindole U synthase.
5.5.1.33	0	12-epi-fischerindole U synthase.
5.5.1.34	2	(+)-cis,trans-nepetalactol synthase.
5.5.1.35	1	(+)-cis,cis-nepetalactol synthase.
5.5.1.36	0	hapalindole U synthase.
5.5.1.37	1	catharanthine synthase.
5.5.1.38	2	tabersonine synthase.
5.6.1.1	56	microtubule-severing ATPase.
5.6.1.2	0	dynein ATPase.
5.6.1.3	10	plus-end-directed kinesin ATPase.
5.6.1.4	2	minus-end-directed kinesin ATPase.
5.6.1.5	0	proteasome ATPase.
5.6.1.6	42	channel-conductance-controlling ATPase.
5.6.1.7	1097	chaperonin ATPase.
5.6.1.8	0	myosin ATPase.
5.6.1.9	0	(R)-2-hydroxyacyl-CoA dehydratase activating ATPase.
5.6.2.1	141	DNA topoisomerase.
5.6.2.2	373	DNA topoisomerase (ATP-hydrolyzing).
5.6.2.3	188	DNA 5'-3' helicase.
5.6.2.4	547	DNA 3'-5' helicase.
5.6.2.5	29	RNA 5'-3' helicase.
5.6.2.6	6	RNA 3'-5' helicase.
5.6.2.7	0	DEAD-box RNA helicase.
5.99.1.1	0	thiocyanate isomerase.
5.99.1.4	3	2-hydroxychromene-2-carboxylate isomerase.
6.1.1.1	550	tyrosine--tRNA ligase.
6.1.1.2	171	tryptophan--tRNA ligase.
6.1.1.3	701	threonine--tRNA ligase.
6.1.1.4	764	leucine--tRNA ligase.
6.1.1.5	583	isoleucine--tRNA ligase.
6.1.1.6	513	lysine--tRNA ligase.
6.1.1.7	717	alanine--tRNA ligase.
6.1.1.9	342	valine--tRNA ligase.
6.1.1.10	500	methionine--tRNA ligase.
6.1.1.11	820	serine--tRNA ligase.
6.1.1.12	310	aspartate--tRNA ligase.
6.1.1.13	0	D-alanine--poly(phosphoribitol) ligase.
6.1.1.14	859	glycine--tRNA ligase.
6.1.1.15	839	proline--tRNA ligase.
6.1.1.16	740	cysteine--tRNA ligase.
6.1.1.17	886	glutamate--tRNA ligase.
6.1.1.18	154	glutamine--tRNA ligase.
6.1.1.19	743	arginine--tRNA ligase.
6.1.1.20	1008	phenylalanine--tRNA ligase.
6.1.1.21	703	histidine--tRNA ligase.
6.1.1.22	287	asparagine--tRNA ligase.
6.1.1.23	437	aspartate--tRNA(Asn) ligase.
6.1.1.24	6	glutamate--tRNA(Gln) ligase.
6.1.1.26	6	pyrrolysine--tRNA(Pyl) ligase.
6.1.1.27	21	O-phosphoserine--tRNA ligase.
6.1.2.1	2	D-alanine--(R)-lactate ligase.
6.1.2.2	1	nebramycin 5' synthase.
6.1.3.1	3	olefin beta-lactone synthetase.
6.2.1.1	211	acetate--CoA ligase.
6.2.1.2	46	medium-chain acyl-CoA ligase.
6.2.1.3	90	long-chain-fatty-acid--CoA ligase.
6.2.1.4	18	succinate--CoA ligase (GDP-forming).
6.2.1.5	583	succinate--CoA ligase (ADP-forming).
6.2.1.6	0	glutarate--CoA ligase.
6.2.1.7	7	cholate--CoA ligase.
6.2.1.8	3	oxalate--CoA ligase.
6.2.1.9	17	malate--CoA ligase.
6.2.1.10	0	acid--CoA ligase (GDP-forming).
6.2.1.11	0	biotin--CoA ligase.
6.2.1.12	46	4-coumarate--CoA ligase.
6.2.1.13	8	acetate--CoA ligase (ADP-forming).
6.2.1.14	52	6-carboxyhexanoate--CoA ligase.
6.2.1.15	37	arachidonate--CoA ligase.
6.2.1.16	9	acetoacetate--CoA ligase.
6.2.1.17	20	propionate--CoA ligase.
6.2.1.18	0	citrate--CoA ligase.
6.2.1.19	4	long-chain-fatty-acid--protein ligase.
